timestamp,flare_flux,mag_jerk,carbon_density_proxy,outcome_metric,R_functional,outcome_lagged
2025-01-04 09:20:52.680662,6.396840907074592e-06,4.0933710925293765,75.0,4.307174780433104e+18,188690175.00945082,1.9683012133376704e+18
2025-01-04 10:20:52.680662,4.021573328640327e-05,4.801285845114709,75.0,2.9779404636386724e+18,259598533.64946163,5.474101373096078e+18
2025-01-04 11:20:52.680662,2.6894656737920604e-05,4.160067658557585,75.0,2.501925010126992e+18,194889252.4013791,1.3371513016126474e+18
2025-01-04 12:20:52.680662,4.990130147748697e-05,3.915869216888574,75.0,3.807893107531316e+18,172680593.62506396,2.339809480755876e+18
2025-01-04 13:20:52.680662,4.47394909433888e-05,3.8054321294917113,75.0,3.6839430226978345e+18,163077907.27609137,-5.341302829538232e+17
2025-01-04 14:20:52.680662,4.7606299361123657e-05,5.08253415912639,75.0,1.9683012133376704e+18,290902682.87518626,3.5685481365519503e+18
2025-01-04 15:20:52.680662,4.195996756491792e-05,3.97338580074052,75.0,5.474101373096078e+18,177790528.35048583,1.5533949940376545e+18
2025-01-04 16:20:52.680662,4.357245060926968e-05,3.66770685900112,75.0,1.3371513016126474e+18,151487364.42352387,3.1108401796435788e+16
2025-01-04 17:20:52.680662,5.056713458154692e-05,3.7781239644322726,75.0,2.339809480755876e+18,160745785.44291544,1.6536464073529608e+18
2025-01-04 18:20:52.680662,5.088858305534324e-05,3.692075110282145,75.0,-5.341302829538232e+17,153507023.74800923,3.411727536752312e+18
2025-01-04 19:20:52.680662,5.209808440479395e-05,4.260935407203168,75.0,3.5685481365519503e+18,204454681.9162845,8.502105867597828e+17
2025-01-04 20:20:52.680662,5.046544454549355e-05,4.162009044820916,75.0,1.5533949940376545e+18,195071219.99679697,2.010057916178973e+18
2025-01-04 21:20:52.680662,4.06699503829087e-05,5.824705563146921,75.0,3.1108401796435788e+16,382063051.4003348,3.7889636649562486e+18
2025-01-04 22:20:52.680662,4.8372998665801385e-05,5.306478461085599,75.0,1.6536464073529608e+18,317102685.7574916,3.7111198576964695e+18
2025-01-04 23:20:52.680662,4.400660242764773e-05,4.97909002788454,75.0,3.411727536752312e+18,279181778.2256702,5.185388031642772e+18
2025-01-05 00:20:52.680662,5.03041879052668e-05,3.4382300577144616,75.0,8.502105867597828e+17,133124222.52466194,1.1345292142427091e+17
2025-01-05 01:20:52.680662,6.557515785223102e-05,4.577409741071684,75.0,2.010057916178973e+18,235953676.74745193,2.1686976780439084e+18
2025-01-05 02:20:52.680662,6.854311042337641e-05,4.57688960869113,75.0,3.7889636649562486e+18,235900060.18531403,6.787388683339073e+17
2025-01-05 03:20:52.680662,5.984798797029949e-05,4.140050062271547,75.0,3.7111198576964695e+18,193018248.90668282,1.1837165357765033e+18
2025-01-05 04:20:52.680662,5.661975207036029e-05,4.7387499280713365,75.0,5.185388031642772e+18,252880141.2474246,3.8734995811809184e+17
2025-01-05 05:20:52.680662,5.418727191121825e-05,5.06733766760458,75.0,1.1345292142427091e+17,289165725.8586871,3.9816222173717975e+18
2025-01-05 06:20:52.680662,3.954669060849336e-05,4.085795101837859,75.0,2.1686976780439084e+18,187992405.05485702,1.464577278085689e+18
2025-01-05 07:20:52.680662,7.212724819392988e-05,4.995914530093857,75.0,6.787388683339073e+17,281071725.27846557,3.527617573045867e+18
2025-01-05 08:20:52.680662,6.237040704156697e-05,3.123530993733896,75.0,1.1837165357765033e+18,109869956.1470379,2.098313268080736e+18
2025-01-05 09:20:52.680662,6.686625912442995e-05,4.213145004081032,75.0,3.8734995811809184e+17,199894116.12656388,4.262992071765683e+18
2025-01-05 10:20:52.680662,6.542121894753107e-05,3.5005298585672966,75.0,3.9816222173717975e+18,137992295.41489947,1.3555852908780014e+18
2025-01-05 11:20:52.680662,8.18684978876942e-05,4.343366026272365,75.0,1.464577278085689e+18,212441853.88543677,3.181723044804585e+18
2025-01-05 12:20:52.680662,7.479324783291433e-05,4.437677657896033,75.0,3.527617573045867e+18,221767910.7512883,5.250580085447044e+18
2025-01-05 13:20:52.680662,7.268131882929671e-05,3.769814064030285,75.0,2.098313268080736e+18,160039474.61140108,-9.77631981718685e+17
2025-01-05 14:20:52.680662,5.21096272900767e-05,3.815354558971949,75.0,4.262992071765683e+18,163929455.19854465,2.898604164467202e+18
2025-01-05 15:20:52.680662,6.820118102920227e-05,3.557993852583739,75.0,1.3555852908780014e+18,142559989.58492994,5.81689061391891e+18
2025-01-05 16:20:52.680662,5.926865937501603e-05,4.01097944125714,75.0,3.181723044804585e+18,181170743.30015066,2.155854718232473e+18
2025-01-05 17:20:52.680662,6.129595584590646e-05,4.309348588986282,75.0,5.250580085447044e+18,209127155.30398244,5.452242428127873e+18
2025-01-05 18:20:52.680662,4.5693296307653175e-05,4.027221021693303,75.0,-9.77631981718685e+17,182640920.34795135,2.9040626556508324e+18
2025-01-05 19:20:52.680662,6.268523486893673e-05,3.3505972135929785,75.0,2.898604164467202e+18,126424639.14707789,3.3142712319692933e+18
2025-01-05 20:20:52.680662,5.83254566097339e-05,4.074517547004143,75.0,5.81689061391891e+18,186956070.64628732,2.0145330365631729e+18
2025-01-05 21:20:52.680662,5.512301747675205e-05,3.466094623571947,75.0,2.155854718232473e+18,135290737.07045162,1.765312077444947e+18
2025-01-05 22:20:52.680662,6.576779501234111e-05,4.108026423362437,75.0,5.452242428127873e+18,190043780.08810225,-4.552883567709455e+17
2025-01-05 23:20:52.680662,6.189472106422393e-05,3.9030138014083007,75.0,2.9040626556508324e+18,171548681.57044798,3.8317797284207903e+18
2025-01-06 00:20:52.680662,5.756766734443555e-05,3.69018075777324,75.0,3.3142712319692933e+18,153349547.09241688,8.873431226466342e+17
2025-01-06 01:20:52.680662,6.111204209241847e-05,3.1600137356042017,75.0,2.0145330365631729e+18,112451496.85148008,-9.780770034498116e+17
2025-01-06 02:20:52.680662,7.551100119271631e-05,3.505600830912132,75.0,1.765312077444947e+18,138392395.684594,2.753223117520428e+18
2025-01-06 03:20:52.680662,7.495796213506618e-05,2.294268186880358,75.0,-4.552883567709455e+17,59275608.210895255,2.7266063176473795e+18
2025-01-06 04:20:52.680662,6.79272359163299e-05,2.4819392276375405,75.0,3.8317797284207903e+18,69369697.32443269,1.7563980666453642e+18
2025-01-06 05:20:52.680662,6.95081454699757e-05,4.108511734178306,75.0,8.873431226466342e+17,190088689.42224523,1.4517125229041004e+18
2025-01-06 06:20:52.680662,4.858943299654917e-05,3.4488485098700083,75.0,-9.780770034498116e+17,133947757.91639501,8.370608858365525e+16
2025-01-06 07:20:52.680662,7.919192470968946e-05,2.6845671947595857,75.0,2.753223117520428e+18,81158884.48616916,2.4345585352018924e+18
2025-01-06 08:20:52.680662,8.427535900117277e-05,3.691535651063969,75.0,2.7266063176473795e+18,153462205.9753624,1.4796815310552668e+18
2025-01-06 09:20:52.680662,6.807955774405771e-05,2.82732271910372,75.0,1.7563980666453642e+18,90019826.19274579,4.678095541216529e+18
2025-01-06 10:20:52.680662,8.608649878699681e-05,3.5451408429650284,75.0,1.4517125229041004e+18,141531894.20167422,4.0626822593257134e+18
2025-01-06 11:20:52.680662,7.26226470677945e-05,3.5813035952574914,75.0,8.370608858365525e+16,144434039.4557313,1.3010668155193132e+18
2025-01-06 12:20:52.680662,8.06914096970587e-05,3.2284245094601105,75.0,2.4345585352018924e+18,117373118.04531221,1.3400276435926766e+17
2025-01-06 13:20:52.680662,7.301951166829158e-05,2.9717291298124016,75.0,1.4796815310552668e+18,99450240.12304887,3.045497133480103e+18
2025-01-06 14:20:52.680662,7.343407551384037e-05,3.881066425624331,75.0,4.678095541216529e+18,169624819.18373844,2.9774436253357773e+18
2025-01-06 15:20:52.680662,7.503815522228656e-05,2.7492838085228546,75.0,4.0626822593257134e+18,85119019.86060195,5.917077685953869e+17
2025-01-06 16:20:52.680662,9.49473413166528e-05,2.790471818461531,75.0,1.3010668155193132e+18,87688541.26533936,2.1223481934697288e+18
2025-01-06 17:20:52.680662,8.72055984829624e-05,3.1358232483626503,75.0,1.3400276435926766e+17,110736443.30553527,4.179620552705003e+17
2025-01-06 18:20:52.680662,8.284975834647498e-05,2.4968266518713915,75.0,3.045497133480103e+18,70204410.07287316,8.03950986253326e+17
2025-01-06 19:20:52.680662,0.0001175382017878,2.445110884166863,75.0,2.9774436253357773e+18,67326339.97400267,1.983286032617476e+17
2025-01-06 20:20:52.680662,8.246701284588521e-05,2.6551328234352902,75.0,5.917077685953869e+17,79388947.71153986,1.7514605719534428e+18
2025-01-06 21:20:52.680662,7.352568273313423e-05,2.6188871006126524,75.0,2.1223481934697288e+18,77236227.4585993,2.425074981142664e+18
2025-01-06 22:20:52.680662,7.815410818182215e-05,2.7639766747538,75.0,4.179620552705003e+17,86031248.58101228,3.786810685328818e+18
2025-01-06 23:20:52.680662,9.751911122040184e-05,2.3624369990368432,75.0,8.03950986253326e+17,62850431.60280775,-1.0066289409579284e+18
2025-01-07 00:20:52.680662,9.310839010106944e-05,1.5604433138685825,75.0,1.983286032617476e+17,27421088.36301997,2.4703316530912374e+18
2025-01-07 01:20:52.680662,8.718766638775223e-05,1.4884237684572468,75.0,1.7514605719534428e+18,24948356.23057557,2.564821190080616e+18
2025-01-07 02:20:52.680662,0.0001047443234008,2.079561164797094,75.0,2.425074981142664e+18,48700282.79915075,1.7183809778326236e+18
2025-01-07 03:20:52.680662,8.664493724710788e-05,2.677084789593904,75.0,3.786810685328818e+18,80707113.00865723,1.4928219579233116e+18
2025-01-07 04:20:52.680662,8.771705797432666e-05,3.0108415186545767,75.0,-1.0066289409579284e+18,102085308.80810806,-1.378638777288998e+18
2025-01-07 05:20:52.680662,8.908068704707394e-05,2.57774099059274,75.0,2.4703316530912374e+18,74828350.4803012,4.1168038001225103e+18
2025-01-07 06:20:52.680662,9.04691705908866e-05,1.383579264863383,75.0,2.564821190080616e+18,21557439.51663241,4.138785241192159e+17
2025-01-07 07:20:52.680662,0.0001083839175667,2.4004497077567586,75.0,1.7183809778326236e+18,64889297.72366289,2.5112472271969454e+18
2025-01-07 08:20:52.680662,0.0001015473811831,2.3930609178983726,75.0,1.4928219579233116e+18,64490435.940436035,1.3503948137661394e+18
2025-01-07 09:20:52.680662,8.869534735303665e-05,1.578953500454346,75.0,-1.378638777288998e+18,28075484.528510895,-2.1000154173105144e+18
2025-01-07 10:20:52.680662,0.0001028633055347,2.5103178618043844,75.0,4.1168038001225103e+18,70965158.26153931,-3.093040487787832e+18
2025-01-07 11:20:52.680662,8.580557452464658e-05,1.4848612066569395,75.0,4.138785241192159e+17,24829069.635046795,-3.308851366167773e+17
2025-01-07 12:20:52.680662,0.0001070916143687,2.628153134750705,75.0,2.5112472271969454e+18,77783779.37906976,2.129619668578172e+18
2025-01-07 13:20:52.680662,9.782195773378652e-05,1.2599770342954126,75.0,1.3503948137661394e+18,17877836.81472564,-5.174244373126485e+17
2025-01-07 14:20:52.680662,0.0001047404342729,1.570321983302832,75.0,-2.1000154173105144e+18,27769387.446932055,2.9495949295029254e+17
2025-01-07 15:20:52.680662,0.0001062786645757,1.4382697547084768,75.0,-3.093040487787832e+18,23295388.684410356,-1.1234412340526388e+18
2025-01-07 16:20:52.680662,8.801900113220629e-05,1.823692351076504,75.0,-3.308851366167773e+17,37453407.581926346,4.85978961453469e+17
2025-01-07 17:20:52.680662,8.746219198457244e-05,1.48392788109811,75.0,2.129619668578172e+18,24797868.271616273,-7.360429134559323e+17
2025-01-07 18:20:52.680662,9.854247928269824e-05,2.0709144317325743,75.0,-5.174244373126485e+17,48296131.05637589,4.5703386648831866e+17
2025-01-07 19:20:52.680662,9.47736461065984e-05,1.430314973694384,75.0,2.9495949295029254e+17,23038405.42048398,1.0596625705178924e+18
2025-01-07 20:20:52.680662,9.91657166249996e-05,1.7115696135569518,75.0,-1.1234412340526388e+18,32989644.804314815,3.2377009849818056e+18
2025-01-07 21:20:52.680662,0.0001050130259366,1.4751764461514871,75.0,4.85978961453469e+17,24506261.808364023,2.3687318455407933e+18
2025-01-07 22:20:52.680662,9.527022524234996e-05,1.1781666036687457,75.0,-7.360429134559323e+17,15631599.921428733,2.990010455701852e+18
2025-01-07 23:20:52.680662,9.46103248127168e-05,1.122077044308332,75.0,4.5703386648831866e+17,14178675.162119413,1.3162721288907676e+18
2025-01-08 00:20:52.680662,0.0001119008882028,0.3580564251051803,75.0,1.0596625705178924e+18,1443869.297836958,4.269055098909173e+18
2025-01-08 01:20:52.680662,0.0001061405841881,1.343368064336733,75.0,3.2377009849818056e+18,20322616.78308828,2.5759483443870715e+18
2025-01-08 02:20:52.680662,9.385069304169396e-05,0.5624118680970815,75.0,2.3687318455407933e+18,3562122.685199924,2.555919372473345e+18
2025-01-08 03:20:52.680662,9.314648899374898e-05,1.205026662232098,75.0,2.990010455701852e+18,16352461.388954166,1.991794348507773e+17
2025-01-08 04:20:52.680662,8.068397708672071e-05,0.2900838396857347,75.0,1.3162721288907676e+18,947710.6131140507,1.5940714800076626e+18
2025-01-08 05:20:52.680662,0.0001027995084083,1.21422617652235,75.0,4.269055098909173e+18,16603102.338996917,-4.634159233296561e+17
2025-01-08 06:20:52.680662,8.235173964234313e-05,1.315943426670262,75.0,2.5759483443870715e+18,19501298.844263915,2.0347122912178616e+18
2025-01-08 07:20:52.680662,8.524125094472596e-05,0.8232528127919136,75.0,2.555919372473345e+18,7632361.6880055405,-4.9830262900392326e+17
2025-01-08 08:20:52.680662,9.3388751385721e-05,1.484825620504222,75.0,1.991794348507773e+17,24827888.087622598,-1.6752944015813325e+18
2025-01-08 09:20:52.680662,9.687997435846567e-05,0.635680200479263,75.0,1.5940714800076626e+18,4550664.4738602685,-1.0618539754196785e+18
2025-01-08 10:20:52.680662,0.0001060627401207,2.0894009198149206,75.0,-4.634159233296561e+17,49162238.85132261,-2.247807868482457e+18
2025-01-08 11:20:52.680662,9.434470345951852e-05,1.237028194061944,75.0,2.0347122912178616e+18,17232524.63259573,1.0258360793879218e+18
2025-01-08 12:20:52.680662,9.778802011191996e-05,1.1835367047815537,75.0,-4.9830262900392326e+17,15774424.666297182,4.020470060133044e+17
2025-01-08 13:20:52.680662,0.0001088791004184,0.6958593109876456,75.0,-1.6752944015813325e+18,5453052.574304536,-1.1313483601247524e+18
2025-01-08 14:20:52.680662,0.0001063155500525,0.4256427336905139,75.0,-1.0618539754196785e+18,2040341.9853439077,-3.586994686993043e+17
2025-01-08 15:20:52.680662,0.0001002240202746,0.3869767332201632,75.0,-2.247807868482457e+18,1686497.910538027,-4.7811316450732986e+17
2025-01-08 16:20:52.680662,8.794053115432532e-05,0.8005224335765959,75.0,1.0258360793879218e+18,7216722.530546294,-1.5423518471189097e+18
2025-01-08 17:20:52.680662,0.0001061331331282,0.8345916885239539,75.0,4.020470060133044e+17,7844075.448947944,7.208816301658048e+16
2025-01-08 18:20:52.680662,0.0001107891819153,0.4447898078974191,75.0,-1.1313483601247524e+18,2228029.8663019654,2.769903280856726e+18
2025-01-08 19:20:52.680662,9.674832938913694e-05,0.6394833169519067,75.0,-3.586994686993043e+17,4605276.886179636,8.383890764542299e+17
2025-01-08 20:20:52.680662,9.08266992909724e-05,0.6446581278522021,75.0,-4.7811316450732986e+17,4680103.4287819285,-2.602973857796472e+18
2025-01-08 21:20:52.680662,9.5846070072152e-05,0.5745170809087369,75.0,-1.5423518471189097e+18,3717111.045753416,2.9714735591020247e+18
2025-01-08 22:20:52.680662,0.0001086746431579,1.4500852285457888,75.0,7.208816301658048e+16,23679707.629628476,-9.067805924808526e+16
2025-01-08 23:20:52.680662,0.0001004827962175,-0.2840678025052076,75.0,2.769903280856726e+18,908835.1880603532,-2.7756219188087306e+18
2025-01-09 00:20:52.680662,0.0001091074989042,1.3272663390827557,75.0,8.383890764542299e+17,19838365.37851386,5.638518863471663e+17
2025-01-09 01:20:52.680662,0.0001124827187233,-0.0407163932250986,75.0,-2.602973857796472e+18,18795.86654429263,3.1650414040094246e+17
2025-01-09 02:20:52.680662,0.0001178811341052,0.3470903332278682,75.0,2.9714735591020247e+18,1356796.030784269,2.696518905301299e+18
2025-01-09 03:20:52.680662,0.0001026605710336,0.1432190713808013,75.0,-9.067805924808526e+16,231103.24847164887,-2.41801995013501e+17
2025-01-09 04:20:52.680662,9.080165703041232e-05,-0.0145405466624194,75.0,-2.7756219188087306e+18,2483.1944025342023,-5.738214047379898e+17
2025-01-09 05:20:52.680662,0.0001167925147412,0.3121840950696165,75.0,5.638518863471663e+17,1097641.7620034849,-9.903561856216052e+17
2025-01-09 06:20:52.680662,8.978610938140637e-05,-0.0815398929042712,75.0,3.1650414040094246e+17,74974.46785786214,9.648341581191968e+17
2025-01-09 07:20:52.680662,0.0001174276726189,0.2477871676029293,75.0,2.696518905301299e+18,691556.5675218926,-8.582005610216516e+17
2025-01-09 08:20:52.680662,9.47436370755118e-05,-0.2824356106441851,75.0,-2.41801995013501e+17,898416.0869781674,-7.671395950219997e+16
2025-01-09 09:20:52.680662,9.2321720236959e-05,0.6375791596598548,75.0,-5.738214047379898e+17,4577887.5788805215,1.175150070709506e+17
2025-01-09 10:20:52.680662,0.0001040409003734,0.524961676045099,75.0,-9.903561856216052e+17,3103549.159978793,1.7731781467002906e+18
2025-01-09 11:20:52.680662,0.0001064333514529,0.2080832033949669,75.0,9.648341581191968e+17,487716.92421459965,7.866990408226132e+17
2025-01-09 12:20:52.680662,0.0001028202801599,-0.4665735262126742,75.0,-8.582005610216516e+17,2451589.385028659,-2.853414774333125e+18
2025-01-09 13:20:52.680662,9.47424895225593e-05,0.1840344117256149,75.0,-7.671395950219997e+16,381510.57374037616,-3.204166727651605e+17
2025-01-09 14:20:52.680662,8.624896728873226e-05,1.331909599706467,75.0,1.175150070709506e+17,19977385.210438848,5.093107475368853e+17
2025-01-09 15:20:52.680662,9.293281696234646e-05,0.6462454907178669,75.0,1.7731781467002906e+18,4703181.616608928,-2.4903374327314964e+18
2025-01-09 16:20:52.680662,0.0001003907038092,-0.3049299647221769,75.0,7.866990408226132e+17,1047210.8384667678,3.322131093076572e+17
2025-01-09 17:20:52.680662,8.203833849002139e-05,0.9050465798047737,75.0,-2.853414774333125e+18,9224296.345159544,5.265789704302413e+17
2025-01-09 18:20:52.680662,0.0001037340833329,0.7213908511817065,75.0,-3.204166727651605e+17,5860530.78352478,9.039817354615488e+17
2025-01-09 19:20:52.680662,0.0001023657962111,1.0562873162442454,75.0,5.093107475368853e+17,12564787.511690222,1.6971575013573434e+17
2025-01-09 20:20:52.680662,9.25898037213038e-05,0.6007971267266357,75.0,-2.4903374327314964e+18,4064937.4601728967,-2.1802521803522093e+17
2025-01-09 21:20:52.680662,8.310303724664279e-05,0.906750942297326,75.0,3.322131093076572e+17,9259071.865549698,3.048945530379511e+18
2025-01-09 22:20:52.680662,9.17392865114306e-05,1.838079364399258,75.0,5.265789704302413e+17,38046677.06935845,3.9578253391223744e+17
2025-01-09 23:20:52.680662,0.0001001296696331,0.4062068001135629,75.0,9.039817354615488e+17,1858265.5115480106,-1.8439231295130605e+17
2025-01-10 00:20:52.680662,0.000113179449254,0.5192244145259114,75.0,1.6971575013573434e+17,3036095.8399178027,-5.2184440945443866e+17
2025-01-10 01:20:52.680662,9.328902482689155e-05,1.3675365356911735,75.0,-2.1802521803522093e+17,21060422.357575443,4.0627208533687616e+17
2025-01-10 02:20:52.680662,0.0001022843828013,2.3327438400535434,75.0,3.048945530379511e+18,61280451.03317604,-8.532140776663986e+17
2025-01-10 03:20:52.680662,8.749244961580139e-05,1.5545395974324778,75.0,3.9578253391223744e+17,27213987.71655959,1.8014166030298316e+16
2025-01-10 04:20:52.680662,8.934128770110592e-05,0.8923416867597367,75.0,-1.8439231295130605e+17,8967146.622274574,-2.332438665092979e+18
2025-01-10 05:20:52.680662,9.566859310496502e-05,1.704061116444306,75.0,-5.2184440945443866e+17,32700831.70536853,-7.458009352847146e+17
2025-01-10 06:20:52.680662,0.0001025624505663,1.7489562264880762,75.0,4.0627208533687616e+17,34446600.657843105,1.8695768978428848e+17
2025-01-10 07:20:52.680662,7.998692649300982e-05,1.00477587634952,75.0,-8.532140776663986e+17,11369172.977326524,1.9813262290542086e+17
2025-01-10 08:20:52.680662,9.08447819861741e-05,1.931488927921125,75.0,1.8014166030298316e+16,42011920.75630738,-7.443201507429311e+17
2025-01-10 09:20:52.680662,0.0001081465275474,2.132694809490546,75.0,-2.332438665092979e+18,51220697.80496251,2.880950310915733e+18
2025-01-10 10:20:52.680662,9.601874661440566e-05,1.0494072588274628,75.0,-7.458009352847146e+17,12401635.098585933,8.03090838908057e+17
2025-01-10 11:20:52.680662,0.0001022007453107,2.072651078228538,75.0,1.8695768978428848e+17,48377170.18194202,-1.443334468034756e+18
2025-01-10 12:20:52.680662,0.0001098696043281,1.8551485311235727,75.0,1.9813262290542086e+17,38756611.0302971,3.9011419297179546e+18
2025-01-10 13:20:52.680662,8.627913804501114e-05,1.3327390355256723,75.0,-7.443201507429311e+17,20002274.37756423,1.8541473791225928e+18
2025-01-10 14:20:52.680662,0.0001108447199208,2.602868643978106,75.0,2.880950310915733e+18,76294327.27788757,8.292380808881186e+16
2025-01-10 15:20:52.680662,6.943471318100576e-05,2.5211168117961997,75.0,8.03090838908057e+17,71576992.3670355,7.708284170075822e+17
2025-01-10 16:20:52.680662,8.540426955515487e-05,2.748088088257022,75.0,-1.443334468034756e+18,85045007.67170148,7.890378306150021e+17
2025-01-10 17:20:52.680662,8.174925004901771e-05,1.316996779797972,75.0,3.9011419297179546e+18,19532530.32571208,2.4006109564062275e+18
2025-01-10 18:20:52.680662,9.781838470643245e-05,1.7996396818824936,75.0,1.8541473791225928e+18,36471990.61311479,-1.4349204710821238e+18
2025-01-10 19:20:52.680662,8.847367987237543e-05,1.2807195890782022,75.0,8.292380808881186e+16,18471300.824511558,-8.845704670508499e+17
2025-01-10 20:20:52.680662,8.515914907422656e-05,1.9099574067302,75.0,7.708284170075822e+17,41080470.849532194,2.6193289800518243e+17
2025-01-10 21:20:52.680662,9.750631464848824e-05,2.4559858258189013,75.0,7.890378306150021e+17,67926532.96458127,-1.2157220725126968e+18
2025-01-10 22:20:52.680662,0.0001080997824823,1.4784632943519778,75.0,2.4006109564062275e+18,24615591.472121067,1.472904513550848e+18
2025-01-10 23:20:52.680662,7.329513248136489e-05,2.675220533185662,75.0,-1.4349204710821238e+18,80594732.32760616,1.853589026943544e+17
2025-01-11 00:20:52.680662,9.014724967826018e-05,2.410442846288794,75.0,-8.845704670508499e+17,65430672.634569705,2.5534894250626785e+18
